,symbol,name,abbreviation,ts_code,area,industry,list_date
3203,688420,美腾科技,mtkj,688420.SH,天津,专用机械,20221209
3204,601677,明泰铝业,mtly,601677.SH,河南,铝,20110919
3205,BK1123,蒙脱石散,mtss,,,,
3206,BK0437,煤炭行业,mtxy,,,,
3207,sh.000820,煤炭指数,mtzs,,,,
3208,688699,明微电子,mwdz,688699.SH,深圳,半导体,20201218
3209,300751,迈为股份,mwgf,300751.SZ,江苏,专用机械,20181109
3210,002123,梦网科技,mwkj,002123.SZ,辽宁,互联网,20070328
3211,688062,迈威生物-U,mwsw,688062.SH,上海,生物制药,20220118
3212,600101,明星电力,mxdl,600101.SH,四川,水力发电,19970627
3213,688286,敏芯股份,mxgf,688286.SH,江苏,元器件,20200810
3214,688685,迈信林,mxl,688685.SH,江苏,航空,20210513
3215,605068,明新旭腾,mxxt,605068.SH,浙江,汽车配件,20201123
3216,300188,美亚柏科,mybk,300188.SZ,福建,软件服务,20110316
3217,300739,明阳电路,mydl,300739.SZ,深圳,元器件,20180201
3218,002690,美亚光电,mygd,002690.SZ,安徽,专用机械,20120731
3219,002714,牧原股份,mygf,002714.SZ,河南,农业综合,20140128
3220,BK0937,蚂蚁概念,mygn,,,,
3221,301101,明月镜片,myjp,301101.SZ,江苏,文教休闲,20211216
3222,600868,梅雁吉祥,myjx,600868.SH,广东,软件服务,19940912
3223,600993,马应龙,myl,600993.SH,湖北,中成药,20040517
3224,002303,美盈森,mys,002303.SZ,深圳,造纸,20091103
3225,600828,茂业商业,mysy,600828.SH,四川,百货,19940224
3226,BK0484,贸易行业,myxy,,,,
3227,BK0698,免疫治疗,myzl,,,,
3228,601615,明阳智能,myzn,601615.SH,广东,电气设备,20190123
3229,603728,鸣志电器,mzdq,603728.SH,上海,电气设备,20170509
3230,834765,美之高,mzg,834765.BJ,,,20210705
3231,002856,美芝股份,mzgf,002856.SZ,深圳,装修装饰,20170320
3232,688355,明志科技,mzkj,688355.SH,江苏,机械基件,20210512
3233,BK0999,茅指数,mzs,,,,
3234,000012,南玻A,nba,000012.SZ,深圳,玻璃,19920228
3235,002164,宁波东力,nbdl,002164.SZ,浙江,机械基件,20070823
3236,600768,宁波富邦,nbfb,600768.SH,浙江,铝,19961111
3237,600724,宁波富达,nbfd,600724.SH,浙江,水泥,19960716
3238,300998,宁波方正,nbfz,300998.SZ,浙江,专用机械,20210602
3239,601018,宁波港,nbg,601018.SH,浙江,港口,20100928
3240,603238,诺邦股份,nbgf,603238.SH,浙江,纺织,20170222
3241,603788,宁波高发,nbgf,603788.SH,浙江,汽车配件,20150120
3242,002048,宁波华翔,nbhx,002048.SZ,浙江,汽车配件,20050603
3243,600798,宁波海运,nbhy,600798.SH,浙江,水运,19970423
3244,603088,宁波精达,nbjd,603088.SH,浙江,机床制造,20141111
3245,601789,宁波建工,nbjg,601789.SH,浙江,建筑工程,20110816
3246,600051,宁波联合,nblh,600051.SH,浙江,综合类,19970410
3247,600982,宁波能源,nbny,600982.SH,浙江,供气供热,20040706
3248,301019,宁波色母,nbsm,301019.SZ,浙江,塑料,20210628
3249,002142,宁波银行,nbyh,002142.SZ,浙江,银行,20070719
3250,600366,宁波韵升,nbys,600366.SH,浙江,矿物制品,20001030
3251,601022,宁波远洋,nbyy,601022.SH,浙江,水运,20221208
3252,600857,宁波中百,nbzb,600857.SH,浙江,百货,19940425
3253,300198,纳川股份,ncgf,300198.SZ,福建,塑料,20110407
3254,688428,诺诚健华-U,ncjh,688428.SH,北京,生物制药,20220921
3255,000061,农产品,ncp,000061.SZ,深圳,农业综合,19970110
3256,399948,中证内地地产主题指数,nddc,,,,
3257,sh.000948,内地地产,nddc,,,,
3258,399977,中证内地低碳经济主题指数,nddt,,,,
3259,sh.000977,内地低碳,nddt,,,,
3260,300068,南都电源,nddy,300068.SZ,浙江,电气设备,20100421
3261,300346,南大光电,ndgd,300346.SZ,江苏,元器件,20120807
3262,600110,诺德股份,ndgf,600110.SH,吉林,铜,19971007
3263,300864,南大环境,ndhj,300864.SZ,江苏,环境保护,20200824
3264,sh.000943,内地基建,ndjj,,,,
3265,399943,中证内地基建主题指数,ndjj,,,,
3266,sh.000946,内地金融,ndjr,,,,
3267,399946,中证内地金融主题指数,ndjr,,,,
3268,399949,中证内地农业主题指数,ndny,,,,
3269,sh.000949,内地农业,ndny,,,,
3270,300750,宁德时代,ndsd,300750.SZ,福建,电气设备,20180611
3271,603506,南都物业,ndwy,603506.SH,浙江,房产服务,20180201
3272,399942,中证内地消费主题指数,ndxf,,,,
3273,sh.000942,内地消费,ndxf,,,,
3274,399947,中证内地银行主题指数,ndyh,,,,
3275,sh.000947,内地银行,ndyh,,,,
3276,399945,中证内地运输主题指数,ndys,,,,
3277,sh.000945,内地运输,ndys,,,,
3278,399944,中证内地资源主题指数,ndzy,,,,
3279,sh.000944,内地资源,ndzy,,,,
3280,002825,纳尔股份,negf,002825.SZ,上海,化工原料,20161129
3281,601900,南方传媒,nfcm,601900.SH,广东,出版业,20160215
3282,399378,南方低碳,nfdt,,,,
3283,600250,南纺股份,nfgf,600250.SH,江苏,商贸代理,20010306
3284,300004,南风股份,nfgf,300004.SZ,广东,电气设备,20091030
3285,600029,南方航空,nfhk,600029.SH,广东,空运,20030725
3286,002553,南方精工,nfjg,002553.SZ,江苏,汽车配件,20110225
3287,603280,南方路机,nflj,603280.SH,福建,专用机械,20221108
3288,BK0997,NFT概念,nftgn,,,,
3289,600313,农发种业,nfzy,600313.SH,北京,种植业,20010119
3290,600282,南钢股份,nggf,600282.SH,江苏,普钢,20000919
3291,002305,南国置业,ngzy,002305.SZ,湖北,区域地产,20091106
3292,600301,南化股份,nhgf,600301.SH,广西,商贸代理,20000712
3293,600377,宁沪高速,nhgs,600377.SH,江苏,路桥,20010116
3294,301046,能辉科技,nhkj,301046.SZ,上海,新型电力,20210817
3295,603093,南华期货,nhqh,603093.SH,浙江,多元金融,20190830
3296,000504,南华生物,nhsw,000504.SZ,湖南,医疗保健,19921208
3297,300417,南华仪器,nhyq,300417.SZ,广东,电器仪表,20150123
3298,688315,诺禾致源,nhzy,688315.SH,北京,医疗保健,20210413
3299,002127,南极电商,njds,002127.SZ,江苏,互联网,20070418
3300,300940,南极光,njg,300940.SZ,深圳,元器件,20210203
3301,002040,南京港,njg,002040.SZ,江苏,港口,20050325
3302,600064,南京高科,njgk,600064.SH,江苏,园区开发,19970506
3303,000421,南京公用,njgy,000421.SZ,江苏,供气供热,19960806
3304,600889,南京化纤,njhx,600889.SH,江苏,化纤,19960308
3305,300644,南京聚隆,njjl,300644.SZ,江苏,塑料,20180206
3306,600682,南京新百,njxb,600682.SH,江苏,生物制药,19931018
3307,600775,南京熊猫,njxm,600775.SH,江苏,通信设备,19961118
3308,BK0477,酿酒行业,njxy,,,,
3309,601009,南京银行,njyh,601009.SH,江苏,银行,20070719
3310,600713,南京医药,njyy,600713.SH,江苏,医药商业,19960701
3311,601990,南京证券,njzq,601990.SH,江苏,证券,20180613
3312,603859,能科科技,nkkj,603859.SH,北京,专用机械,20161021
3313,688419,耐科装备,nkzb,688419.SH,安徽,半导体,20221107
3314,603611,诺力股份,nlgf,603611.SH,浙江,运输设备,20150128
3315,300921,南凌科技,nlkj,300921.SZ,深圳,互联网,20201222
3316,002096,南岭民爆,nlmb,002096.SZ,湖南,化工原料,20061222
3317,BK0988,钠离子电池,nlzdc,,,,
3318,399231,农林指数,nlzs,,,,
3319,BK0175,内蒙古,nmg,,,,
3320,600863,内蒙华电,nmhd,600863.SH,内蒙,火力发电,19940520
3321,BK1001,内贸流通,nmlt,,,,
3322,688265,南模生物,nmsw,688265.SH,上海,医疗保健,20211228
3323,BK0433,农牧饲渔,nmsy,,,,
3324,603230,内蒙新华,nmxh,603230.SH,内蒙,出版业,20211224
3325,BK0855,纳米银,nmy,,,,
3326,600967,内蒙一机,nmyj,600967.SH,内蒙,运输设备,20040518
3327,600712,南宁百货,nnbh,600712.SH,广西,百货,19960626
3328,000911,南宁糖业,nnty,000911.SZ,广西,食品,19990527
3329,300818,耐普矿机,npkj,300818.SZ,江西,专用机械,20200212
3330,002215,诺普信,npx,002215.SZ,深圳,农药化肥,20080218
3331,605339,南侨食品,nqsp,605339.SH,上海,食品,20210518
3332,002180,纳思达,nsd,002180.SZ,广东,IT设备,20071113
3333,301333,诺思格,nsg,301333.SZ,北京,医疗保健,20220802
3334,300536,农尚环境,nshj,300536.SZ,湖北,建筑工程,20160920
3335,603700,宁水集团,nsjt,603700.SH,浙江,电器仪表,20190122
3336,002314,南山控股,nskg,002314.SZ,深圳,区域地产,20091203
3337,430047,诺思兰德,nsld,430047.BJ,,,20201124
3338,600219,南山铝业,nsly,600219.SH,山东,铝,19991223
3339,300918,南山智尚,nszs,300918.SZ,山东,纺织,20201222
3340,301229,纽泰格,ntg,301229.SZ,江苏,汽车配件,20220222
3341,688076,诺泰生物,ntsw,688076.SH,江苏,生物制药,20210520
3342,000948,南天信息,ntxx,000948.SZ,云南,软件服务,19991014
3343,600995,南网储能,nwcn,600995.SH,云南,水力发电,20040615
3344,603880,南卫股份,nwgf,603880.SH,江苏,医疗保健,20170807
3345,603699,纽威股份,nwgf,603699.SH,江苏,机械基件,20140117
3346,688690,纳微科技,nwkj,688690.SH,江苏,化工原料,20210623
3347,688248,南网科技,nwkj,688248.SH,广东,电气设备,20211222
3348,003035,南网能源,nwny,003035.SZ,广东,新型电力,20210119
3349,603636,南威软件,nwrj,603636.SH,福建,软件服务,20141230
3350,688697,纽威数控,nwsk,688697.SH,江苏,机床制造,20210917
3351,688029,南微医学,nwyx,688029.SH,江苏,医疗保健,20190722
3352,688105,诺唯赞,nwz,688105.SH,江苏,医疗保健,20211115
3353,BK0162,宁夏板块,nxbk,,,,
3354,002757,南兴股份,nxgf,002757.SZ,广东,专用机械,20150527
3355,600449,宁夏建材,nxjc,600449.SH,宁夏,水泥,20030829
3356,001231,农心科技,nxkj,001231.SZ,陕西,农药化肥,20220819
3357,688052,纳芯微,nxw,688052.SH,江苏,半导体,20220422
3358,688189,南新制药,nxzy,688189.SH,湖南,化学制药,20200326
3359,sh.000070,能源等权,nydq,,,,
3360,BK1015,能源金属,nyjs,,,,
3361,BK0730,农药兽药,nysy,,,,
3362,688519,南亚新材,nyxc,688519.SH,上海,元器件,20200818
3363,601288,农业银行,nyyh,601288.SH,北京,银行,20100715
3364,sh.000122,农业主题,nyzt,,,,
3365,BK0888,农业种植,nyzz,,,,
3366,BK1000,宁组合,nzh,,,,
3367,300053,欧比特,obt,300053.SZ,广东,半导体,20100211
3368,399397,OCT文化,octwh,,,,
3369,839371,欧福蛋业,ofdy,839371.BJ,,,20230118
3370,002456,欧菲光,ofg,002456.SZ,深圳,元器件,20100803
3371,001269,欧晶科技,ojkj,001269.SZ,内蒙,矿物制品,20220930
3372,001223,欧克科技,okkj,001223.SZ,江西,专用机械,20221212
3373,688308,欧科亿,oky,688308.SH,湖南,机械基件,20201210
3374,833230,欧康医药,okyy,833230.BJ,,,20221209
3375,BK0840,OLED,oled,,,,
3376,688319,欧林生物,olsw,688319.SH,四川,生物制药,20210608
3377,300870,欧陆通,olt,300870.SZ,深圳,电气设备,20200824
3378,301185,鸥玛软件,omrj,301185.SZ,山东,软件服务,20211119
3379,603833,欧派家居,opjj,603833.SH,广东,家居用品,20170328
3380,300595,欧普康视,opks,300595.SZ,安徽,医疗保健,20170117
3381,836414,欧普泰,opt,836414.BJ,,,20221212
3382,603515,欧普照明,opzm,603515.SH,上海,家用电器,20160819
3383,301187,欧圣电气,osdq,301187.SZ,江苏,家用电器,20220422
3384,600697,欧亚集团,oyjt,600697.SH,吉林,百货,19931206
3385,002853,皮阿诺,pan,002853.SZ,广东,家居用品,20170310
3386,000001,平安银行,payh,000001.SZ,深圳,银行,19910403
3387,002663,普邦股份,pbgf,002663.SZ,广东,建筑工程,20120316
3388,BK0877,PCB,pcb,,,,
3389,BK0957,拼多多概念,pddgn,,,,
3390,300673,佩蒂股份,pdgf,300673.SZ,浙江,饲料,20170711
3391,600639,浦东金桥,pdjq,600639.SH,上海,园区开发,19930326
3392,600284,浦东建设,pdjs,600284.SH,上海,建筑工程,20040316
3393,601258,庞大集团,pdjt,601258.SH,河北,汽车服务,20110428
3394,002938,鹏鼎控股,pdkg,002938.SZ,深圳,元器件,20180918
3395,002505,鹏都农牧,pdnm,002505.SZ,湖南,商贸代理,20101118
3396,600000,浦发银行,pfyh,600000.SH,上海,银行,19991110
3397,600312,平高电气,pgdq,600312.SH,河南,电气设备,20010221
3398,688227,品高股份,pggf,688227.SH,广东,软件服务,20211230
3399,BK0666,苹果概念,pggn,,,,
3400,300438,鹏辉能源,phny,300438.SZ,广东,电气设备,20150424
3401,BK1112,破净股,pjg,,,,
3402,600395,盘江股份,pjgf,600395.SH,贵州,煤炭开采,20010531
3403,BK1073,啤酒概念,pjgn,,,,
3404,605123,派克新材,pkxc,605123.SH,江苏,航空,20200825
3405,BK1119,PLC概念,plcgn,,,,
3406,300375,鹏翎股份,plgf,300375.SZ,天津,汽车配件,20140127
3407,603566,普莱柯,plk,603566.SH,河南,农业综合,20150518
3408,300996,普联软件,plrj,300996.SZ,山东,软件服务,20210603
3409,000403,派林生物,plsw,000403.SZ,山西,生物制药,19960628
3410,002769,普路通,plt,002769.SZ,深圳,仓储物流,20150629
3411,002324,普利特,plt,002324.SZ,上海,塑料,20091218
3412,000739,普洛药业,plyy,000739.SZ,浙江,化学制药,19970509
3413,002864,盘龙药业,plyy,002864.SZ,陕西,中成药,20171116
3414,399236,批零指数,plzs,,,,
3415,300630,普利制药,plzy,300630.SZ,海南,化学制药,20170328
3416,601666,平煤股份,pmgf,601666.SH,河南,煤炭开采,20061123
3417,688389,普门科技,pmkj,688389.SH,深圳,医疗保健,20191105
3418,688109,品茗科技,pmkj,688109.SH,浙江,软件服务,20210330
3419,300887,谱尼测试,pncs,300887.SZ,北京,电器仪表,20200916
3420,002225,濮耐股份,pngf,002225.SZ,河南,其他建材,20080425
3421,688063,派能科技,pnkj,688063.SH,上海,电气设备,20201230
3422,BK0721,PPP模式,pppms,,,,
3423,300831,派瑞股份,prgf,300831.SZ,陕西,元器件,20200507
3424,688766,普冉股份,prgf,688766.SH,上海,半导体,20210823
3425,301257,普蕊斯,prs,301257.SZ,上海,医疗保健,20220517
3426,301239,普瑞眼科,pryk,301239.SZ,四川,医疗保健,20220705
3427,300176,派生科技,pskj,300176.SZ,广东,汽车配件,20110215
3428,600215,派斯林,psl,600215.SH,吉林,专用机械,19990909
3429,836871,派特尔,pte,836871.BJ,,,20220722
3430,000592,平潭发展,ptfz,000592.SZ,福建,林业,19960327
3431,002544,普天科技,ptkj,002544.SZ,广东,通信设备,20110128
3432,603659,璞泰来,ptl,603659.SH,上海,化工原料,20171103
3433,BK1012,PVDF概念,pvdfgn,,,,
3434,688184,帕瓦股份,pwgf,688184.SH,浙江,电气设备,20220919
3435,300892,品渥食品,pwsp,300892.SZ,上海,乳制品,20200924
3436,BK0947,屏下摄像,pxsx,,,,
3437,600490,鹏欣资源,pxzy,600490.SH,上海,铜,20030626
3438,300664,鹏鹞环保,pyhb,300664.SZ,江苏,环境保护,20180105
3439,300481,濮阳惠成,pyhc,300481.SZ,河南,化工原料,20150630
3440,688337,普源精电-U,pyjd,688337.SH,江苏,电器仪表,20220408
3441,688118,普元信息,pyxx,688118.SH,上海,软件服务,20191204
3442,BK1023,培育钻石,pyzs,,,,
3443,600436,片仔癀,pzh,600436.SH,福建,中成药,20030616
3444,300571,平治信息,pzxx,300571.SZ,浙江,互联网,20161213
3445,603758,秦安股份,qagf,603758.SH,重庆,汽车配件,20170517
3446,688561,奇安信-U,qax,688561.SH,北京,软件服务,20200722
3447,601636,旗滨集团,qbjt,601636.SH,湖南,玻璃,20110812
3448,BK0943,汽车拆解,qccj,,,,
3449,600218,全柴动力,qcdl,600218.SH,安徽,汽车配件,19981203
3450,BK1016,汽车服务,qcfw,,,,
3451,605183,确成股份,qcgf,605183.SH,江苏,化工原料,20201207
3452,300758,七彩化学,qchx,300758.SZ,辽宁,染料涂料,20190222
3453,000837,秦川机床,qcjc,000837.SZ,陕西,机床制造,19980928
3454,BK0481,汽车零部件,qclbj,,,,
3455,BK1089,汽车热管理,qcrgl,,,,
3456,688528,秦川物联,qcwl,688528.SH,四川,电器仪表,20200701
3457,BK0969,汽车芯片,qcxp,,,,
3458,BK1093,汽车一体化压铸,qcythyz,,,,
3459,BK1029,汽车整车,qczc,,,,
3460,601298,青岛港,qdg,601298.SH,山东,港口,20190121
3461,688501,青达环保,qdhb,688501.SH,山东,环境保护,20210716
3462,000826,启迪环境,qdhj,000826.SZ,湖北,环境保护,19980225
3463,002094,青岛金王,qdjw,002094.SZ,山东,日用化工,20061215
3464,838275,驱动力,qdl,838275.BJ,,,20210125
3465,600600,青岛啤酒,qdpj,600600.SH,山东,啤酒,19930827
3466,300500,启迪设计,qdsj,300500.SZ,江苏,建筑工程,20160204
3467,001219,青岛食品,qdsp,001219.SZ,山东,食品,20211021
3468,000599,青岛双星,qdsx,000599.SZ,山东,汽车配件,19960430
3469,300995,奇德新材,qdxc,300995.SZ,广东,塑料,20210526
3470,002948,青岛银行,qdyh,002948.SZ,山东,银行,20190116
3471,000590,启迪药业,qdyy,000590.SZ,湖南,中成药,19960119
3472,300208,青岛中程,qdzc,300208.SZ,山东,电气设备,20110426
3473,600790,轻纺城,qfc,600790.SH,浙江,商品城,19970228
3474,605222,起帆电缆,qfdl,605222.SH,上海,电气设备,20200731
3475,BK0535,QFII重仓,qfiizc,,,,
3476,873169,七丰精工,qfjg,873169.BJ,,,20220415
3477,002373,千方科技,qfkj,002373.SZ,北京,软件服务,20100318
3478,603982,泉峰汽车,qfqc,603982.SH,江苏,汽车配件,20190522
3479,002521,齐峰新材,qfxc,002521.SZ,山东,造纸,20101210
3480,834682,球冠电缆,qgdl,834682.BJ,,,20200727
3481,601326,秦港股份,qggf,601326.SH,河北,港口,20170816
3482,BK0163,青海板块,qhbk,,,,
3483,600381,青海春天,qhct,600381.SH,青海,医疗保健,20010508
3484,600243,青海华鼎,qhhd,600243.SH,青海,机床制造,20001120
3485,BK0872,青蒿素,qhs,,,,
3486,603027,千禾味业,qhwy,603027.SH,四川,食品,20160307
3487,002550,千红制药,qhzy,002550.SZ,江苏,生物制药,20110218
3488,sh.000975,钱江30,qj30,,,,
3489,002186,全聚德,qjd,002186.SZ,北京,酒店餐饮,20071120
3490,603677,奇精机械,qjjx,603677.SH,浙江,家用电器,20170206
3491,000913,钱江摩托,qjmt,000913.SZ,浙江,摩托车,19990514
3492,600796,钱江生化,qjsh,600796.SH,浙江,环境保护,19970408
3493,600283,钱江水利,qjsl,600283.SH,浙江,水务,20001018
3494,BK1083,千金藤素,qjts,,,,
3495,600706,曲江文旅,qjwl,600706.SH,陕西,旅游服务,19960516
3496,603778,乾景园林,qjyl,603778.SH,北京,建筑工程,20151231
3497,600479,千金药业,qjyy,600479.SH,湖南,中成药,20040312
3498,BK0830,区块链,qkl,,,,
3499,399286,区块链50,qkl50,,,,
3500,BK1092,麒麟电池,qldc,,,,
3501,002457,青龙管业,qlgy,002457.SZ,宁夏,塑料,20100803
3502,830832,齐鲁华信,qlhx,830832.BJ,,,20210223
3503,600720,祁连山,qls,600720.SH,甘肃,水泥,19960716
3504,688152,麒麟信安,qlxa,688152.SH,湖南,软件服务,20221028
3505,300429,强力新材,qlxc,300429.SZ,江苏,化工原料,20150324
3506,601665,齐鲁银行,qlyh,601665.SH,山东,银行,20210618
3507,831087,秋乐种业,qlzy,831087.BJ,,,20221207
3508,301110,青木股份,qmgf,301110.SZ,广东,互联网,20220311
3509,603818,曲美家居,qmjj,603818.SH,北京,家居用品,20150422
3510,002439,启明星辰,qmxc,002439.SZ,北京,软件服务,20100623
3511,002232,启明信息,qmxx,002232.SZ,吉林,软件服务,20080509
3512,300191,潜能恒信,qnhx,300191.SZ,北京,石油开采,20110316
3513,002958,青农商行,qnsh,002958.SZ,山东,银行,20190326
3514,002960,青鸟消防,qnxf,002960.SZ,河北,专用机械,20190809
3515,BK0864,氢能源,qny,,,,
3516,688216,气派科技,qpkj,688216.SH,深圳,半导体,20210623
3517,002029,七匹狼,qpl,002029.SZ,福建,服饰,20040806
3518,002557,洽洽食品,qqsp,002557.SZ,安徽,食品,20110302
3519,sh.000059,全R成长,qrcz,,,,
3520,BK1065,气溶胶检测,qrjjc,,,,
3521,301128,强瑞技术,qrjs,301128.SZ,深圳,专用机械,20211110
3522,sh.000060,全R价值,qrjz,,,,
3523,002638,勤上股份,qsgf,002638.SZ,广东,文教休闲,20111125
3524,300132,青松股份,qsgf,300132.SZ,福建,化工原料,20101026
3525,BK0711,券商概念,qsgn,,,,
3526,600425,青松建化,qsjh,600425.SH,新疆,水泥,20030724
3527,301336,趣睡科技,qskj,301336.SZ,四川,家居用品,20220812
3528,603610,麒盛科技,qskj,603610.SH,浙江,家居用品,20191029
3529,300437,清水源,qsy,300437.SZ,河南,化工原料,20150423
3530,600103,青山纸业,qszy,600103.SH,福建,造纸,19970703
3531,300359,全通教育,qtjy,300359.SZ,广东,文教休闲,20140121
3532,300061,旗天科技,qtkj,300061.SZ,上海,互联网,20100319
3533,300939,秋田微,qtw,300939.SZ,深圳,元器件,20210128
3534,001215,千味央厨,qwyc,001215.SZ,河南,食品,20210906
3535,300447,全信股份,qxgf,300447.SZ,江苏,电气设备,20150422
3536,000007,全新好,qxh,000007.SZ,深圳,其他商业,19920413
3537,002573,清新环境,qxhj,002573.SZ,北京,环境保护,20110422
3538,BK0699,全息技术,qxjs,,,,
3539,600533,栖霞建设,qxjs,600533.SH,江苏,区域地产,20020328
3540,002301,齐心集团,qxjt,002301.SZ,深圳,文教休闲,20091021
3541,002408,齐翔腾达,qxtd,002408.SZ,山东,化工原料,20100518
3542,002575,群兴玩具,qxwj,002575.SZ,广东,文教休闲,20110422
3543,002039,黔源电力,qydl,002039.SZ,贵州,水力发电,20050303
3544,603712,七一二,qye,603712.SH,天津,通信设备,20180226
3545,688138,清溢光电,qygd,688138.SH,深圳,元器件,20191120
3546,002973,侨银股份,qygf,002973.SZ,广东,环境保护,20200106
3547,603628,清源股份,qygf,603628.SH,福建,电气设备,20170112
3548,301286,侨源股份,qygf,301286.SZ,四川,化工原料,20220614
3549,300087,荃银高科,qygk,300087.SZ,安徽,种植业,20100526
3550,301288,清研环境,qyhj,301288.SZ,深圳,环境保护,20220422
3551,688316,青云科技-U,qykj,688316.SH,北京,软件服务,20210316
3552,688496,清越科技,qykj,688496.SH,江苏,元器件,20221228
3553,600189,泉阳泉,qyq,600189.SH,吉林,软饮料,19981007
3554,688221,前沿生物-U,qysw,688221.SH,江苏,生物制药,20201028
3555,300254,仟源医药,qyyy,300254.SZ,山西,化学制药,20110819
3556,002687,乔治白,qzb,002687.SZ,浙江,服饰,20120713
3557,sh.000987,全指材料,qzcl,,,,
3558,sh.000057,全指成长,qzcz,,,,
3559,sh.000994,全指电信,qzdx,,,,
3560,300102,乾照光电,qzgd,300102.SZ,福建,半导体,20100812
3561,603030,全筑股份,qzgf,603030.SH,上海,装修装饰,20150320
3562,sh.000988,全指工业,qzgy,,,,
3563,sh.000995,全指公用,qzgy,,,,
3564,sh.000992,全指金融,qzjr,,,,
3565,sh.000058,全指价值,qzjz,,,,
3566,300458,全志科技,qzkj,300458.SZ,广东,元器件,20150515
3567,sh.000989,全指可选,qzkx,,,,
3568,sh.000986,全指能源,qzny,,,,
3569,sh.000990,全指消费,qzxf,,,,
3570,sh.000993,全指信息,qzxx,,,,
3571,sh.000991,全指医药,qzyy,,,,
3572,sh.000013,上证企业债指数,qzzs,,,,
3573,399481,企债指数,qzzs,,,,
3574,002287,奇正藏药,qzzy,002287.SZ,西藏,中成药,20090828
3575,000517,荣安地产,radc,000517.SZ,浙江,区域地产,19930806
3576,688217,睿昂基因,rajy,688217.SH,上海,医疗保健,20210517
3577,002483,润邦股份,rbgf,002483.SZ,江苏,工程机械,20100929
3578,001316,润贝航科,rbhk,001316.SZ,深圳,批发业,20220624
3579,600439,瑞贝卡,rbk,600439.SH,河南,服饰,20030710
3580,688005,容百科技,rbkj,688005.SH,浙江,电气设备,20190722
3581,603196,日播时尚,rbss,603196.SH,上海,服饰,20170531
3582,603366,日出东方,rcdf,603366.SH,江苏,家用电器,20120521
3583,BK0962,RCEP概念,rcepgn,,,,
3584,603755,日辰股份,rcgf,603755.SH,山东,食品,20190828
3585,301273,瑞晨环保,rchb,301273.SZ,上海,机械基件,20221025
3586,BK0919,RCS概念,rcsgn,,,,
3587,688331,荣昌生物,rcsw,688331.SH,山东,生物制药,20220331
3588,688002,睿创微纳,rcwn,688002.SH,山东,通信设备,20190722
3589,002923,润都股份,rdgf,002923.SZ,广东,化学制药,20180105
3590,300576,容大感光,rdgg,300576.SZ,深圳,染料涂料,20161220
3591,002647,仁东控股,rdkg,002647.SZ,浙江,多元金融,20111228
3592,002961,瑞达期货,rdqh,002961.SZ,福建,多元金融,20190905
3593,688193,仁度生物,rdsw,688193.SH,上海,医疗保健,20220330
3594,603108,润达医疗,rdyl,603108.SH,上海,医药商业,20150527
3595,301135,瑞德智能,rdzn,301135.SZ,广东,元器件,20220412
3596,BK0992,REITs概念,reitsgn,,,,
3597,002790,瑞尔特,ret,002790.SZ,福建,家居用品,20160308
3598,300243,瑞丰高材,rfgc,300243.SZ,山东,化工原料,20110712
3599,300241,瑞丰光电,rfgd,300241.SZ,深圳,半导体,20110712
3600,301035,润丰股份,rfgf,301035.SZ,山东,农药化肥,20210728
3601,002953,日丰股份,rfgf,002953.SZ,广东,电气设备,20190509
3602,002520,日发精机,rfjj,002520.SZ,浙江,机床制造,20101210
3603,000668,荣丰控股,rfkg,000668.SZ,山东,医药商业,19961210
3604,300910,瑞丰新材,rfxc,300910.SZ,河南,化工原料,20201127
3605,601528,瑞丰银行,rfyh,601528.SH,浙江,银行,20210625
3606,600079,人福医药,rfyy,600079.SH,湖北,化学制药,19970606
3607,BK0800,人工智能,rgzn,,,,
3608,300727,润禾材料,rhcl,300727.SZ,浙江,化工原料,20171127
3609,002620,瑞和股份,rhgf,002620.SZ,深圳,装修装饰,20110929
3610,002997,瑞鹄模具,rhmj,002997.SZ,安徽,专用机械,20200903
3611,300339,润和软件,rhrj,300339.SZ,江苏,软件服务,20120718
3612,688323,瑞华泰,rht,688323.SH,深圳,塑料,20210428
3613,000650,仁和药业,rhyy,000650.SZ,江西,中成药,19961210
3614,003015,日久光电,rjgd,003015.SZ,江苏,元器件,20201021
3615,002929,润建股份,rjgf,002929.SZ,广西,通信设备,20180301
3616,002192,融捷股份,rjgf,002192.SZ,广东,小金属,20071205
3617,300247,融捷健康,rjjk,300247.SZ,安徽,医疗保健,20110729
3618,BK0737,软件开发,rjkf,,,,
3619,002474,榕基软件,rjrj,002474.SZ,福建,软件服务,20100915
3620,688068,热景生物,rjsw,688068.SH,北京,医疗保健,20190930
3621,301165,锐捷网络,rjwl,301165.SZ,福建,通信设备,20221121
3622,688800,瑞可达,rkd,688800.SH,江苏,元器件,20210722
3623,002073,软控股份,rkgf,002073.SZ,山东,软件服务,20061018
3624,300214,日科化学,rkhx,300214.SZ,山东,化工原料,20110511
3625,300747,锐科激光,rkjg,300747.SZ,湖北,元器件,20180625
3626,300290,荣科科技,rkkj,300290.SZ,辽宁,软件服务,20120216
3627,002589,瑞康医药,rkyy,002589.SZ,山东,医药商业,20110610
3628,BK0682,燃料电池,rldc,,,,
3629,300154,瑞凌股份,rlgf,300154.SZ,深圳,机械基件,20101229
3630,002642,荣联科技,rlkj,002642.SZ,北京,软件服务,20111220
3631,688550,瑞联新材,rlxc,688550.SH,陕西,化工原料,20200902
